assembly_accession,species,strain,assembly_level,assembly_method,bioproject,biosample,genome_size,gc_content,contig_count,n50,sequencing_tech,genome_type,host,isolation_source,country,collection_date,has_host,has_source,has_country,host_clean,source_clean,country_clean,species_epithet,host_bs,source_bs,country_bs,host_final,host_source,source_final,source_source,country_final,country_source,species_final
GCA_964259555.2,Bifidobacterium longum subsp. longum KACC 91563,CC00571,Complete Genome,SPAdes v3.13,PRJEB64565,SAMEA114263544,37813.0,61.0,1.0,37813.0,,isolate,,,,2019-07-08,False,False,False,,,,longum,,,,unknown,none,other,none,unknown,none,Bifidobacterium longum
GCA_964259695.1,Bifidobacterium longum subsp. longum KACC 91563,CC00553,Contig,SPAdes,PRJEB64565,SAMEA114263533,2385993.0,60.0,27.0,262474.0,,isolate,,,,2019-06-29,False,False,False,,,,longum,,,,unknown,none,other,none,unknown,none,Bifidobacterium longum
GCF_016882605.1,Bifidobacterium longum subsp. suillum,SU-851,Scaffold,SPAdes v. 3.13.0,PRJNA578606,SAMN13066474,2297022.0,59.5,54.0,116088.0,,isolate,pig,feces,Italy:Bologna,,True,True,True,pig,feces,Italy:Bologna,longum,pig,feces,italy:bologna,pig,biosample,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCF_017132755.1,Bifidobacterium longum subsp. suillum,JCM 19995,Complete Genome,PacBio SMRT Analysis v. v2.3,PRJNA704185,SAMN18034998,2340054.0,59.5,1.0,2340054.0,,isolate,pig,feces of a piglet,Japan,,True,True,True,pig,feces of a piglet,Japan,longum,pig,feces of a piglet,japan,pig,biosample,human_gut,biosample,japan,biosample,Bifidobacterium longum
GCF_019297795.1,Bifidobacterium longum subsp. suillum,KCTC 15605,Complete Genome,PacBio SMRT Analysis v. v2.3,PRJNA745042,SAMN20131632,2339176.0,59.5,1.0,2339176.0,,isolate,,Faeces of piglets,Italy: Bologna,,False,True,True,,faeces of piglets,Italy: Bologna,longum,,faeces of piglets,italy: bologna,unknown,none,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCF_040711965.1,Bifidobacterium longum subsp. suillum,DK001B-1,Complete Genome,Celera Assembler v. GPLv2,PRJNA1126457,SAMN41943267,2389232.0,60.0,1.0,2389232.0,,isolate,Homo sapiens,feces,China,,True,True,True,homo sapiens,feces,China,longum,homo sapiens,feces,china,homo sapiens,biosample,human_gut,biosample,china,biosample,Bifidobacterium longum
GCA_016882605.1,Bifidobacterium longum subsp. suillum,SU-851,Scaffold,SPAdes v. 3.13.0,PRJNA578606,SAMN13066474,2297022.0,59.5,54.0,116088.0,,isolate,pig,feces,Italy:Bologna,,True,True,True,pig,feces,Italy:Bologna,longum,pig,feces,italy:bologna,pig,biosample,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCA_017132755.1,Bifidobacterium longum subsp. suillum,JCM 19995,Complete Genome,PacBio SMRT Analysis v. v2.3,PRJNA704185,SAMN18034998,2340054.0,59.5,1.0,2340054.0,,isolate,pig,feces of a piglet,Japan,,True,True,True,pig,feces of a piglet,Japan,longum,pig,feces of a piglet,japan,pig,biosample,human_gut,biosample,japan,biosample,Bifidobacterium longum
GCA_019297795.1,Bifidobacterium longum subsp. suillum,KCTC 15605,Complete Genome,PacBio SMRT Analysis v. v2.3,PRJNA745042,SAMN20131632,2339176.0,59.5,1.0,2339176.0,,isolate,,Faeces of piglets,Italy: Bologna,,False,True,True,,faeces of piglets,Italy: Bologna,longum,,faeces of piglets,italy: bologna,unknown,none,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCA_040711965.1,Bifidobacterium longum subsp. suillum,DK001B-1,Complete Genome,Celera Assembler v. GPLv2,PRJNA1126457,SAMN41943267,2389232.0,60.0,1.0,2389232.0,,isolate,Homo sapiens,feces,China,,True,True,True,homo sapiens,feces,China,longum,homo sapiens,feces,china,homo sapiens,biosample,human_gut,biosample,china,biosample,Bifidobacterium longum
GCA_964287975.1,Bifidobacterium longum subsp. suillum,CC01451,Scaffold,Spades,PRJEB70412,SAMEA116143221,3747360.0,46.0,66.0,113311.0,,isolate,,,,2023-11-20,False,False,False,,,,longum,,,,unknown,none,other,none,unknown,none,Bifidobacterium longum
GCF_000741625.1,Bifidobacterium longum subsp. suis,LMG 21814,Contig,Mira v. 4.0,PRJNA239850,SAMN02673438,2335832.0,60.0,36.0,96450.0,,isolate,pig,Pig feces,,,True,True,False,pig,pig feces,,longum,pig,pig feces,missing,pig,biosample,human_gut,biosample,unknown,none,Bifidobacterium longum
GCF_001870705.1,Bifidobacterium longum subsp. suis,BSM11-5,Scaffold,ABySS v. 1.9.0,PRJNA339033,SAMN05578880,2602875.0,60.0,46.0,135581.0,,isolate,Homo sapiens,,Kenya: Msambweni County,,True,False,True,homo sapiens,,Kenya: Msambweni County,longum,homo sapiens,feces,kenya: msambweni county,homo sapiens,biosample,human_gut,biosample,kenya,biosample,Bifidobacterium longum
GCF_016759645.1,Bifidobacterium longum subsp. suis,2074B,Contig,SPAdes v. 3.14,PRJNA692178,SAMN17315597,2364439.0,59.5,40.0,141728.0,,isolate,Bos taurus,,Italy,,True,False,True,bos taurus,,Italy,longum,bos taurus,fecal sample,italy,bos taurus,biosample,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCF_016759655.1,Bifidobacterium longum subsp. suis,2005B,Contig,SPAdes v. 3.14,PRJNA692178,SAMN17315596,2466393.0,60.0,34.0,239444.0,,isolate,Canis lupus familiaris,,Italy,,True,False,True,canis lupus familiaris,,Italy,longum,canis lupus familiaris,fecal sample,italy,canis lupus familiaris,biosample,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCF_016759725.1,Bifidobacterium longum subsp. suis,209B,Contig,SPAdes v. 3.14,PRJNA692178,SAMN17315593,2300337.0,60.0,23.0,237800.0,,isolate,Homo sapiens,,Italy,,True,False,True,homo sapiens,,Italy,longum,homo sapiens,fecal sample,italy,homo sapiens,biosample,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCF_050255435.1,Bifidobacterium longum subsp. suis,Bg41121_2E1,Contig,SPAdes v. 3.13.0,PRJNA1126848,SAMN41988862,2556721.0,59.5,125.0,157032.0,,isolate,Homo sapiens,,Bangladesh,,True,False,True,homo sapiens,,Bangladesh,longum,homo sapiens,envo:00002003,bangladesh,homo sapiens,biosample,other,biosample,bangladesh,biosample,Bifidobacterium longum
GCF_050255455.1,Bifidobacterium longum subsp. suis,Bg155.S08_5B11,Contig,SPAdes v. 3.13.0,PRJNA1126848,SAMN41988861,2612234.0,60.0,56.0,88386.0,,isolate,Homo sapiens,,Bangladesh,,True,False,True,homo sapiens,,Bangladesh,longum,homo sapiens,envo:00002003,bangladesh,homo sapiens,biosample,other,biosample,bangladesh,biosample,Bifidobacterium longum
GCF_050285625.1,Bifidobacterium longum subsp. suis,M257B_A6,Contig,Unicycler v. 0.5,PRJNA1126848,SAMN47421290,2620346.0,59.5,31.0,227555.0,,isolate,Homo sapiens,,Malawi,,True,False,True,homo sapiens,,Malawi,longum,homo sapiens,envo:00002003,malawi,homo sapiens,biosample,other,biosample,malawi,biosample,Bifidobacterium longum
GCF_050308145.1,Bifidobacterium longum subsp. suis,Bg131.S11_17.F6,Complete Genome,Unicycler v. 0.5.0,PRJNA1126848,SAMN41988860,2427581.0,60.0,1.0,2427581.0,,isolate,Homo sapiens,,Bangladesh,,True,False,True,homo sapiens,,Bangladesh,longum,homo sapiens,envo:00002003,bangladesh,homo sapiens,biosample,other,biosample,bangladesh,biosample,Bifidobacterium longum
GCA_000741625.1,Bifidobacterium longum subsp. suis,LMG 21814,Contig,Mira v. 4.0,PRJNA239850,SAMN02673438,2335832.0,60.0,36.0,96450.0,,isolate,pig,Pig feces,,,True,True,False,pig,pig feces,,longum,pig,pig feces,missing,pig,biosample,human_gut,biosample,unknown,none,Bifidobacterium longum
GCA_001870705.1,Bifidobacterium longum subsp. suis,BSM11-5,Scaffold,ABySS v. 1.9.0,PRJNA339033,SAMN05578880,2602875.0,60.0,46.0,135581.0,,isolate,Homo sapiens,,Kenya: Msambweni County,,True,False,True,homo sapiens,,Kenya: Msambweni County,longum,homo sapiens,feces,kenya: msambweni county,homo sapiens,biosample,human_gut,biosample,kenya,biosample,Bifidobacterium longum
GCA_016759645.1,Bifidobacterium longum subsp. suis,2074B,Contig,SPAdes v. 3.14,PRJNA692178,SAMN17315597,2364439.0,59.5,40.0,141728.0,,isolate,Bos taurus,,Italy,,True,False,True,bos taurus,,Italy,longum,bos taurus,fecal sample,italy,bos taurus,biosample,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCA_016759655.1,Bifidobacterium longum subsp. suis,2005B,Contig,SPAdes v. 3.14,PRJNA692178,SAMN17315596,2466393.0,60.0,34.0,239444.0,,isolate,Canis lupus familiaris,,Italy,,True,False,True,canis lupus familiaris,,Italy,longum,canis lupus familiaris,fecal sample,italy,canis lupus familiaris,biosample,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCA_016759725.1,Bifidobacterium longum subsp. suis,209B,Contig,SPAdes v. 3.14,PRJNA692178,SAMN17315593,2300337.0,60.0,23.0,237800.0,,isolate,Homo sapiens,,Italy,,True,False,True,homo sapiens,,Italy,longum,homo sapiens,fecal sample,italy,homo sapiens,biosample,human_gut,biosample,italy,biosample,Bifidobacterium longum
GCA_050255435.1,Bifidobacterium longum subsp. suis,Bg41121_2E1,Contig,SPAdes v. 3.13.0,PRJNA1126848,SAMN41988862,2556721.0,59.5,125.0,157032.0,,isolate,Homo sapiens,,Bangladesh,,True,False,True,homo sapiens,,Bangladesh,longum,homo sapiens,envo:00002003,bangladesh,homo sapiens,biosample,other,biosample,bangladesh,biosample,Bifidobacterium longum
GCA_050255455.1,Bifidobacterium longum subsp. suis,Bg155.S08_5B11,Contig,SPAdes v. 3.13.0,PRJNA1126848,SAMN41988861,2612234.0,60.0,56.0,88386.0,,isolate,Homo sapiens,,Bangladesh,,True,False,True,homo sapiens,,Bangladesh,longum,homo sapiens,envo:00002003,bangladesh,homo sapiens,biosample,other,biosample,bangladesh,biosample,Bifidobacterium longum
GCA_050285625.1,Bifidobacterium longum subsp. suis,M257B_A6,Contig,Unicycler v. 0.5,PRJNA1126848,SAMN47421290,2620346.0,59.5,31.0,227555.0,,isolate,Homo sapiens,,Malawi,,True,False,True,homo sapiens,,Malawi,longum,homo sapiens,envo:00002003,malawi,homo sapiens,biosample,other,biosample,malawi,biosample,Bifidobacterium longum
GCA_050308145.1,Bifidobacterium longum subsp. suis,Bg131.S11_17.F6,Complete Genome,Unicycler v. 0.5.0,PRJNA1126848,SAMN41988860,2427581.0,60.0,1.0,2427581.0,,isolate,Homo sapiens,,Bangladesh,,True,False,True,homo sapiens,,Bangladesh,longum,homo sapiens,envo:00002003,bangladesh,homo sapiens,biosample,other,biosample,bangladesh,biosample,Bifidobacterium longum
GCF_000771285.1,Bifidobacterium longum subsp. suis DSM 20211,DSM 20211,Contig,SOAPdenovo v. 2.01,PRJNA237576,SAMN02442020,2389965.0,60.0,129.0,150242.0,,isolate,,,,,False,False,False,,,,longum,,,,unknown,none,other,none,unknown,none,Bifidobacterium longum
GCA_000771285.1,Bifidobacterium longum subsp. suis DSM 20211,DSM 20211,Contig,SOAPdenovo v. 2.01,PRJNA237576,SAMN02442020,2389965.0,60.0,129.0,150242.0,,isolate,,,,,False,False,False,,,,longum,,,,unknown,none,other,none,unknown,none,Bifidobacterium longum
GCF_000741255.1,Bifidobacterium magnum,LMG 11591,Contig,Mira v. 4.0,PRJNA239851,SAMN02673439,1822476.0,58.5,13.0,269200.0,,isolate,rabbit,Rabbit feces,,,True,True,False,rabbit,rabbit feces,,magnum,rabbit,rabbit feces,missing,rabbit,biosample,human_gut,biosample,unknown,none,Bifidobacterium magnum
GCA_000741255.1,Bifidobacterium magnum,LMG 11591,Contig,Mira v. 4.0,PRJNA239851,SAMN02673439,1822476.0,58.5,13.0,269200.0,,isolate,rabbit,Rabbit feces,,,True,True,False,rabbit,rabbit feces,,magnum,rabbit,rabbit feces,missing,rabbit,biosample,human_gut,biosample,unknown,none,Bifidobacterium magnum
GCA_947629185.1,Bifidobacterium magnum,Lapin-026__bin46,Contig,SPAdes 3.15.3,PRJEB50625,SAMEA112229971,1580852.0,59.0,171.0,11655.0,,isolate,,rabbit gut,,2014,False,True,False,,rabbit gut,,magnum,,host-associated habitat,,unknown,none,other,biosample,unknown,none,Bifidobacterium magnum
GCF_000420565.1,Bifidobacterium magnum DSM 20222,DSM 20222,Contig,Unknown program v. before 2013-04-15,PRJNA185561,SAMN02441586,1825255.0,58.5,22.0,287084.0,,isolate,Oryctolagus cuniculus,,,,True,False,False,oryctolagus cuniculus,,,magnum,oryctolagus cuniculus,feces; host; gastrointestinal tract,,oryctolagus cuniculus,biosample,human_gut,biosample,unknown,none,Bifidobacterium magnum
GCF_000771365.1,Bifidobacterium magnum DSM 20222,DSM 20222,Contig,SOAPdenovo v. 2.01,PRJNA237576,SAMN02442024,1819235.0,58.5,49.0,88763.0,,isolate,,,,,False,False,False,,,,magnum,,,,unknown,none,other,none,unknown,none,Bifidobacterium magnum
GCA_000420565.1,Bifidobacterium magnum DSM 20222,DSM 20222,Contig,Unknown program v. before 2013-04-15,PRJNA185561,SAMN02441586,1825255.0,58.5,22.0,287084.0,,isolate,Oryctolagus cuniculus,,,,True,False,False,oryctolagus cuniculus,,,magnum,oryctolagus cuniculus,feces; host; gastrointestinal tract,,oryctolagus cuniculus,biosample,human_gut,biosample,unknown,none,Bifidobacterium magnum
GCA_000771365.1,Bifidobacterium magnum DSM 20222,DSM 20222,Contig,SOAPdenovo v. 2.01,PRJNA237576,SAMN02442024,1819235.0,58.5,49.0,88763.0,,isolate,,,,,False,False,False,,,,magnum,,,,unknown,none,other,none,unknown,none,Bifidobacterium magnum
GCF_002860355.1,Bifidobacterium margollesii,Uis1B,Contig,Mira v. 4.0.2,PRJNA394715,SAMN07357716,2789387.0,62.0,80.0,82667.0,,isolate,pygmy marmoset,,Italy,,True,False,True,pygmy marmoset,,Italy,margollesii,pygmy marmoset,feces,italy,pygmy marmoset,biosample,human_gut,biosample,italy,biosample,Bifidobacterium margollesii
GCA_002860355.1,Bifidobacterium margollesii,Uis1B,Contig,Mira v. 4.0.2,PRJNA394715,SAMN07357716,2789387.0,62.0,80.0,82667.0,,isolate,pygmy marmoset,,Italy,,True,False,True,pygmy marmoset,,Italy,margollesii,pygmy marmoset,feces,italy,pygmy marmoset,biosample,human_gut,biosample,italy,biosample,Bifidobacterium margollesii
GCF_000967265.1,Bifidobacterium mellis,Bin7N,Scaffold,Newbler v. 2.6,PRJNA257134,SAMN03269159,2132390.0,61.0,11.0,1171278.0,,isolate,Apis mellifera,gut,Sweden: Jonstorp,,True,True,True,apis mellifera,gut,Sweden: Jonstorp,mellis,apis mellifera,gut,sweden: jonstorp,apis mellifera,biosample,animal_gut,biosample,sweden,biosample,Bifidobacterium mellis
GCF_979390285.1,Bifidobacterium mellis,LMG 34378,Contig,SPAdes,PRJEB108081,SAMEA121323764,2075191.0,61.0,8.0,631223.0,,isolate,,Honey bee,,2022,False,True,False,,honey bee,,mellis,,honey bee,,unknown,none,insect_gut,biosample,unknown,none,Bifidobacterium mellis
GCF_979392315.1,Bifidobacterium mellis,LMG 34379,Contig,SPAdes,PRJEB108081,SAMEA121323770,2170169.0,60.5,9.0,689347.0,,isolate,,Honey bee,,2022,False,True,False,,honey bee,,mellis,,honey bee,,unknown,none,insect_gut,biosample,unknown,none,Bifidobacterium mellis
GCA_000967265.1,Bifidobacterium mellis,Bin7N,Scaffold,Newbler v. 2.6,PRJNA257134,SAMN03269159,2132390.0,61.0,11.0,1171278.0,,isolate,Apis mellifera,gut,Sweden: Jonstorp,,True,True,True,apis mellifera,gut,Sweden: Jonstorp,mellis,apis mellifera,gut,sweden: jonstorp,apis mellifera,biosample,animal_gut,biosample,sweden,biosample,Bifidobacterium mellis
GCA_979390285.1,Bifidobacterium mellis,LMG 34378,Contig,SPAdes,PRJEB108081,SAMEA121323764,2075191.0,61.0,8.0,631223.0,,isolate,,Honey bee,,2022,False,True,False,,honey bee,,mellis,,honey bee,,unknown,none,insect_gut,biosample,unknown,none,Bifidobacterium mellis
GCA_979392315.1,Bifidobacterium mellis,LMG 34379,Contig,SPAdes,PRJEB108081,SAMEA121323770,2170169.0,60.5,9.0,689347.0,,isolate,,Honey bee,,2022,False,True,False,,honey bee,,mellis,,honey bee,,unknown,none,insect_gut,biosample,unknown,none,Bifidobacterium mellis
GCF_000741615.1,Bifidobacterium merycicum,LMG 11341,Contig,Mira v. 4.0,PRJNA239852,SAMN02673440,2280234.0,60.5,16.0,328208.0,,isolate,bovine,Bovine rumen,,,True,True,False,bovine,bovine rumen,,merycicum,bovine,bovine rumen,missing,bovine,biosample,other,biosample,unknown,none,Bifidobacterium merycicum
GCF_036311085.1,Bifidobacterium merycicum,DOME_MAG_2562,Contig,MEGAHIT v. 1.1.4,PRJNA964705,SAMN38021523,2060660.0,61.0,75.0,58746.0,,isolate,Bos taurus,stool,"USA: Marshfield, WI",,True,True,True,bos taurus,stool,"USA: Marshfield, WI",merycicum,bos taurus,stool,"usa: marshfield, wi",bos taurus,biosample,human_gut,biosample,usa,biosample,Bifidobacterium merycicum
GCF_900315825.1,Bifidobacterium merycicum,RUG133,Contig,IDBA-UD + Megahit + MetaBAT (see doi:10.1038/s41467-018-03317-6),PRJEB21624,SAMEA104666290,1903773.0,61.0,64.0,58574.0,,isolate,,,,,False,False,False,,,,merycicum,,,,unknown,none,other,none,unknown,none,Bifidobacterium merycicum
GCF_902791925.1,Bifidobacterium merycicum,RUG13721,Contig,IDBA-UD,PRJEB31266,SAMEA6151858,2221233.0,60.5,25.0,156122.0,,isolate,,cattle rumen,,not collected,False,True,False,,cattle rumen,,merycicum,,bos taurus,,unknown,none,other,biosample,unknown,none,Bifidobacterium merycicum
GCF_946183475.1,Bifidobacterium merycicum,SRR11784287_bin.14_metaWRAP_v1.3_MAG,Contig,metaSPAdes v3.15.3,PRJEB54624,SAMEA110586535,2154126.0,60.5,30.0,133420.0,,isolate,,sheep gut metagenome,,not provided,False,True,False,,sheep gut metagenome,,merycicum,,sheep digestive system,,unknown,none,other,biosample,unknown,none,Bifidobacterium merycicum
GCF_946405795.1,Bifidobacterium merycicum,SRR12081295_bin.55_metaWRAP_v1.3_MAG,Contig,metaSPAdes v3.15.3,PRJEB54748,SAMEA110643297,2305334.0,60.5,28.0,173771.0,,isolate,,sheep gut metagenome,,2017-11-27,False,True,False,,sheep gut metagenome,,merycicum,,sheep digestive system,,unknown,none,other,biosample,unknown,none,Bifidobacterium merycicum
GCF_965296265.1,Bifidobacterium merycicum,S7493_NS37_NS81_concoct_bins.tsv.054,Scaffold,MetaSpades v3.15.3,PRJEB89408,SAMEA118405500,2100232.0,61.0,105.0,34835.0,,isolate,,"Faecal sample from Agile wallaby, Notamacropus agilis",,2014-05-17,False,True,False,,"faecal sample from agile wallaby, notamacropus agilis",,merycicum,,digestive tract environment,,unknown,none,other,biosample,unknown,none,Bifidobacterium merycicum
GCA_000741615.1,Bifidobacterium merycicum,LMG 11341,Contig,Mira v. 4.0,PRJNA239852,SAMN02673440,2280234.0,60.5,16.0,328208.0,,isolate,bovine,Bovine rumen,,,True,True,False,bovine,bovine rumen,,merycicum,bovine,bovine rumen,missing,bovine,biosample,other,biosample,unknown,none,Bifidobacterium merycicum
GCA_036311085.1,Bifidobacterium merycicum,DOME_MAG_2562,Contig,MEGAHIT v. 1.1.4,PRJNA964705,SAMN38021523,2060660.0,61.0,75.0,58746.0,,isolate,Bos taurus,stool,"USA: Marshfield, WI",,True,True,True,bos taurus,stool,"USA: Marshfield, WI",merycicum,bos taurus,stool,"usa: marshfield, wi",bos taurus,biosample,human_gut,biosample,usa,biosample,Bifidobacterium merycicum
GCA_036342115.1,Bifidobacterium merycicum,R95_purified_bin495,Contig,metawrap v. 1.3,PRJNA1040231,SAMN39458547,1594140.0,61.5,220.0,9454.0,,isolate,Bos taurus,rumen,Canada: Montreal,,True,True,True,bos taurus,rumen,Canada: Montreal,merycicum,bos taurus,rumen,canada: montreal,bos taurus,biosample,other,biosample,canada,biosample,Bifidobacterium merycicum
GCA_900315825.1,Bifidobacterium merycicum,RUG133,Contig,IDBA-UD + Megahit + MetaBAT (see doi:10.1038/s41467-018-03317-6),PRJEB21624,SAMEA104666290,1903773.0,61.0,64.0,58574.0,,isolate,,,,,False,False,False,,,,merycicum,,,,unknown,none,other,none,unknown,none,Bifidobacterium merycicum
GCA_902791925.1,Bifidobacterium merycicum,RUG13721,Contig,IDBA-UD,PRJEB31266,SAMEA6151858,2221233.0,60.5,25.0,156122.0,,isolate,,cattle rumen,,not collected,False,True,False,,cattle rumen,,merycicum,,bos taurus,,unknown,none,other,biosample,unknown,none,Bifidobacterium merycicum
GCA_946183475.1,Bifidobacterium merycicum,SRR11784287_bin.14_metaWRAP_v1.3_MAG,Contig,metaSPAdes v3.15.3,PRJEB54624,SAMEA110586535,2154126.0,60.5,30.0,133420.0,,isolate,,sheep gut metagenome,,not provided,False,True,False,,sheep gut metagenome,,merycicum,,sheep digestive system,,unknown,none,other,biosample,unknown,none,Bifidobacterium merycicum
GCA_946405795.1,Bifidobacterium merycicum,SRR12081295_bin.55_metaWRAP_v1.3_MAG,Contig,metaSPAdes v3.15.3,PRJEB54748,SAMEA110643297,2305334.0,60.5,28.0,173771.0,,isolate,,sheep gut metagenome,,2017-11-27,False,True,False,,sheep gut metagenome,,merycicum,,sheep digestive system,,unknown,none,other,biosample,unknown,none,Bifidobacterium merycicum
GCA_965296135.1,Bifidobacterium merycicum,S7494_NS37_NS81_rosella_refined_bins.tsv.003,Scaffold,MetaSpades v3.15.3,PRJEB89408,SAMEA118405501,1933915.0,61.0,207.0,12921.0,,isolate,,"Faecal sample from Agile wallaby, Notamacropus agilis",,2014-05-17,False,True,False,,"faecal sample from agile wallaby, notamacropus agilis",,merycicum,,digestive tract environment,,unknown,none,other,biosample,unknown,none,Bifidobacterium merycicum
